name,sourceid
Libords Securities Limited,57839
Lifeline Drugs & Pharma Limited,57841
Lime Chemicals Limited,57843
Linaks Microelectronics Limited,57845
Linc Pen & Plastics Limited,57847
Lincoln Pharmaceuticals Limited,57849
Linear Industries Limited,57851
Link Pharma Chem Limited,57853
Linkhouse Industries Limited,57855
Linkson International Limited,57857
Lippi Systems Limited,57859
Living Room Lifestyle Limited,57861
Lloyd Electric & Engineering Limited,57863
Lloyds Finance Limited,57866
Lloyds Metals & Engineers Limited,57869
Lloyds Steel Industries Limited,57872
Logix Microsystems Limited,57875
Lohia Securities Limited,57878
Lok Housing & Constructions Limited,57880
Lokesh Machines Limited,57883
Longview Tea Company Limited,57886
Lords Chemicals Limited,57888
Lords Chloro Alkali Limited,57890
Lotus Chocolate Company Limited,57893
Lotus Eye Care Hospital Limited,57895
Loyal Textile Mills Limited,57898
Ludlow Jute and Specialities Limited,57900
Lumax Auto Technologies Limited,57902
Lumax Automotive Systems Limited,57905
Lumax Industries Limited,57908
Luminaire Technologies Limited,57911
Lupin Limited,57914
Lyka Labs Limited,57917
Lynx Machinery & Commercials Limited,57920
M C S Limited,57922
M H Mills & Industries Limited,57924
M M Forgings Limited,57926
M M Rubber Company Limited,57929
M M T C Limited,57931
M P Agro Industries Limited,57934
M P S Limited,57937
M R F Limited,57940
M T Z Polyfilms Limited,57943
M. K. Exim (India) Limited,57945
MB Parikh Finstocks Limited,57947
MBL Infrastructures Limited,57949
MIC Electronics Limited,57952
MPIL Corporation Limited,57955
MRO-TEK Limited,57958
MSK Projects (India) Limited,57961
MVL Industries Limited,57964
MVL Limited,57967
Maars Software International Limited,57970
Mac Charles (India) Limited,57973
Machino Plastics Limited,57975
Mack Trading Company Limited,57977
Madhav Marble & Granites Limited,57979
Madhucon Projects Limited,57982
Madhur Industries Limited,57985
Madhusudan Industries Limited,57988
Madhya Desh Papers Limited,57991
Madras Cements Limited,57993
Madras Fertilizers Limited,57996
Maestros Mediline Systems Limited,57999
Mafatlal Industries Limited,58001
Magico Exports & Constultants Limited,58004
Magicut Tools Limited,58006
Magma Fincorp Limited,58008
Magna Electro Castings Limited,58011
Magnum Limited,58013
Magnum Ventures Limited,58015
Mahaan Foods Limited,58018
Mahalaxmi Rubtech Limited,58020
Mahalaxmi Seamless Limited,58022
Mahan Industries Limited,58024
Mahanagar Telephone Nigam Limited,58026
Maharaja Shree Umaid Mills Limited,58029
Maharashtra Elektrosmelt Limited,58031
Maharashtra Overseas Limited,58033
Maharashtra Polybutenes Limited,58035
Maharashtra Scooters Limited,58037
Maharashtra Seamless Limited,58040
Mahasagar Travels Limited,58043
Mahashree Trading Limited,58045
Mahindra & Mahindra Financial Services Limited,58047
Mahindra & Mahindra Limited,58050
Mahindra Composites Limited,58053
Mahindra Forgings Limited,58055
Mahindra Holidays & Resorts India Limited,58058
Mahindra Lifespace Developers Limited,58061
Mahindra Satyam Limited,58064
Mahindra Ugine Steel Company Limited,58067
Maithan Alloys Limited,58070
Majestic Auto Limited,58072
Makers Laboratories Limited,58075
Malabar Trading Company Limited,58077
Malu Paper Mills Limited,58079
Malwa Cotton Spg Mills Limited,58082
Man Aluminium Limited,58085
Man Industries (India) Limited,58088
Man Infraconstruction Limited,58091
Manaksia Limited,58094
Manali Petrochemical Limited,58097
Manappuram General Finance & Leasing Limited,58100
Mangalam Cement Limited,58102
Mangalam Drugs and Organics Limited,58105
Mangalam Timber Products Limited,58108
Mangalam Ventures Limited,58111
Mangalore Chemicals & Fertilzers Limited,58113
Mangalore Refinery & Petrochemicals Limited,58116
Mangalya Soft-Tech Limited,58119
Manipal Finance Corporation Limited,58121
Manjeera Constructions Limited,58123
Manjushree Technopack Limited,58125
Manraj Housing Finance Limited,58127
Mansi Finance (Chennai) Limited,58129
Manugraph India Limited,58131
Mapro Industries Limited,58134
Maral Overseas Limited,58136
Marathon Nextgen Realty Limited,58139
Marathwada Refractories Limited,58141
Mardia Samyoung Capillary Tubes Company Limited,58143
Marg Limited,58145
Marg Projects and Infrastructure Limited,58148
Marico Limited,58150
Market Creators Limited,58153
Marksans Pharma Limited,58155
Marmagoa Steels Limited,58158
Marsons Limited,58160
Martin Burn Limited,58162
Maruti Infrastructure Limited,58164
Maruti Securities Limited,58166
Maruti Suzuki India Limited,58168
Mascon Global Limited,58171
Mastek Limited,58173
Master Chemicals Limited,58176
Master Multi-Tech Limited,58178
Master Trust Limited,58180
Mather & Platt Fire Systems Limited,58182
Mathew Easow Research Securities Limited,58184
Matra Realty Limited,58186
Mavens Biotech Limited,58188
Mavi Industries Limited,58190
Mawana Sugars Limited,58193
Max India Limited,58196
Maximaa Systems Limited,58199
Maxwell Industries Limited,58201
Maytas Infra Limited,58204
Mayur Floorings Limited,58207
Mayur Leather Products Limited,58209
Mayur Uniquoters Limited,58211
Mazda Limited,58213
McDowell Holdings Limited,58215
Mcleod Russel India Limited,58218
Mcnally Bharat Engineering Company Limited,58221
Medi-Caps Limited,58224
Media Matrix Worldwide Limited,58227
Mediaone Global Entertainment Limited,58229
Medicamen Biotech Limited,58231
Meenakshi Steel Industries Limited,58233
Mefcom Capital Markets Limited,58235
Mega Corporation Limited,58237
Mega Fin (India) Limited,58239
Megasoft Limited,58241
Megh Mayur Infra Limited,58244
Meghmani Organics Limited,58246
Mehta Housing Finance Limited,58249
Mehta Integrated Finance Limited,58251
Mehta Securities Limited,58253
Melstar Information Technologies Limited,58255
Menon Bearings Limited,58258
Menon Pistons Limited,58260
Mercator Lines Limited,58262
Merck Limited,58265
Mercury Trade Links Limited,58268
Metal Coatings (India) Limited,58270
Metalman Industries Limited,58272
Metrochem Industries Limited,58275
Mewar Polytex Limited,58278
Micro Forge (India) Limited,58280
Micro Technologies (India) Limited,58282
Microse India Limited,58285
Mid India Industries Limited,58287
Mid-Day Multimedia Limited,58290
Midas Pharmasec Limited,58293
Mideast Portfolio Management Limited,58295
Midpoint Software & Electro Systems Limited,58297
Milestone Global Limited,58299
Milkfood Limited,58301
Millennium Beer Industries Limited,58303
Millennium Cybertech Limited,58306
Milton Plastics Limited,58308
Minal Industries Limited,58311
Minaxi Textiles Limited,58313
MindTree Limited,58315
Minda Industries Limited,58318
Mindteck (India) Limited,58321
Mini Diamonds (India) Limited,58323
Mipco Seamless Rings (Gujarat) Limited,58325
Mirc Electronics Limited,58327
Mirza International Limited,58330
Miven Machine Tools Limited,58333
Mobile Telecommunications Limited,58335
Modella Woollens Limited,58337
Modern Dairies Limited,58339
Modern India Limited,58341
Modern Shares & Stockbrokers Limited,58343
Modern Steels Limited,58345
Modi Naturals Limited,58347
Modipon Limited,58349
Modison Metals Limited,58352
Mohit Industries Limited,58354
Mohit Paper Mills Limited,58356
Mold-Tek Packaging Limited,58358
Mold-Tek Technologies Limited,58360
Money Masters Investment Limited,58363
Money Matters Financial Services Limited,58365
Monnet Industries Limited,58367
Monnet Ispat and Energy Limited,58369
Monnet Sugar Limited,58372
Monotona Securities Limited,58374
Monotype India Limited,58376
Monsanto India Limited,58378
Morarjee Textiles Limited,58381
Morarka Finance Limited,58384
Morepen Laboratories Limited,58386
Morgan Industries Limited,58389
Morgan Ventures Limited,58391
Morganite Crucible (India) Limited,58393
Moschip Semiconductor Technology Limited,58395
Moser Baer (India) Limited,58397
Motherson Sumi Systems Limited,58400
Motilal Oswal Financial Services Limited,58403
Motor & General Finance Limited,58406
Mount Everest Mineral Water Limited,58409
Mount Everest Trading & Investment Limited,58411
Mount Shivalik Industries Limited,58413
Moving Picture Company (India) Limited,58415
Mphasis Limited,58417
Mrugesh Trading Limited,58420
Msp Steel & Power Limited,58422
Mudit Finlease Limited,58425
Mudra Lifestyle Limited,58427
Mukand Engineers Limited,58430
Mukand Limited,58433
Mukat Pipes Limited,58436
Mukesh Babu Financial Services Limited,58439
Mukesh Steels Limited,58441
Mukesh Strips Limited,58443
Mukta Arts Limited,58445
Mukunda Industrial Finance Limited,58448
Muller & Phipps (India) Limited,58450
Multi-Arc India Limited,58452
Multibase India Limited,58455
Multifarious Trading & Agencies Limited,58457
Multiplus Holdings Limited,58459
Mundra Port and Special Economic Zone Limited,58461
Munjal Auto Industries Limited,58464
Munjal Showa Limited,58467
Munoth Capital Market Limited,58470
Munoth Communication Limited,58472
Munoth Financial Services Limited,58474
Murli Industries Limited,58476
Murudeshwar Ceramics Limited,58479
Muthoot Capital Services Limited,58482
My Fair Lady Limited,58484
Mysore Paper Mills Limited,58486
Mysore Petro Chemicals Limited,58488
N B Footwear Limited,58491
N C C Finance Limited,58493
N C L Industries Limited,58495
N D Metal Industries Limited,58498
N E P C India Limited,58500
N G Industries Limited,58503
N G L Fine-Chem Limited,58505
N I I T Limited,58507
N I I T Technologies Limited,58510
N K Industries Limited,58513
N P R Finance Limited,58516
N R Agarwal Industries Limited,58518
N R B Bearings Limited,58520
N R C Limited,58523
N R International Limited,58526
NCJ International Limited,58528
NDA Securities Limited,58530
NELCO Limited,58532
NHPC Limited,58535
NMDC Limited,58538
NOCIL Limited,58541
NTPC Limited,58544
Nagarjuna Agri Tech Limited,58547
Nagarjuna Agrichem Limited,58549
Nagarjuna Construction Company Limited,58551
Nagarjuna Fertilizers & Chemicals Limited,58554
Nagpur Power & Industries Limited,58557
Nagreeka Capital & Infrastructure Limited,58559
Nagreeka Exports Limited,58562
Nahar Capital and Financial Services Limited,58565
Nahar Industrial Enterprises Limited,58568
Nahar International Limited,58571
Nahar Poly Films Limited,58574
Nahar Spinning Mills Limited,58577
Nakoda Limited,58580
Nalin Lease Finance Limited,58583
Nalwa Sons Investments Limited,58585
Namtech Electronic Devices Limited,58588
Nandan Exim Limited,58591
Narendra Properties Limited,58594
Narmada Gelatines Limited,58596
Natco Pharma Limited,58599
Nath Pulp & Paper Mills Limited,58602
National Aluminium Company Limited,58605
National Fertilizers Limited,58608
National General Industrial Limited,58611
National Oxygen Limited,58613
National Peroxide Limited,58615
National Plastic Industries Limited,58618
National Plastic Technologies Limited,58620
National Steel and Agro Industries Limited,58622
Natraj Financial & Services Limited,58625
Natraj Proteins Limited,58627
Natura Hue Chem Limited,58629
Natural Capsules Limited,58631
Nava Bharat Ventures Limited,58633
Navin Fluorine International Limited,58636
Navkar Builders Limited,58639
Navneet Publications (India) Limited,58641
Nectar Lifesciences Limited,58644
Neelamalai Agro Industries Limited,58647
Neelkanth Rockminerals Limited,58649
Neelkanth Technologies Limited,58651
Neha International Limited,58653
Nelcast Limited,58655
Neo Corp International Limited,58658
Neogem India Limited,58661
Nesco Limited,58663
Nestle India Limited,58666
Net 4 India Limited,58669
Netlink Solutions (India) Limited,58671
Nettlinx Limited,58673
Netvision Web Technologies Limited,58675
Netvista Information Technology Limited,58677
Network Limited,58680
Network18 Media & Investments Limited,58683
Networth Stock Broking Limited,58686
Neuland Laboratories Limited,58688
New Bombay Printing & Dyeing Mills Limited,58691
New Delhi Television Limited,58693
New Markets Advisory Limited,58696
Nexxoft Infotel Limited,58698
Neyveli Lignite Corporation Limited,58700
Nicco Corporation Limited,58703
Nicco Parks & Resorts Limited,58706
Nicco Uco Alliance Credit Limited,58708
Nidhi Granites Limited,58710
Nidhi Polyester Limited,58712
Nihar Info Global Limited,58714
Nikhil Adhesives Limited,58716
Nikki Global Finance Limited,58718
Nila Infrastructures Limited,58720
Nile Limited,58722
Nilkamal Limited,58724
Nimbus Foods Industries Limited,58727
Nippo Batteries Company Limited,58729
Niraj Cement Structurals Limited,58732
Nirav Commercials Limited,58734
Nirlon Limited,58736
Nirma Limited,58739
Nissan Copper Limited,58742
Nitco Limited,58745
Nitin Alloys Global Limited,58748
Nitin Fire Protection Industries Limited,58750
Nitin Spinners Limited,58753
Nitta Gelatin India Limited,58756
Nivedita Mercantile & Financing Limited,58759
Nivi Trading Limited,58761
Niyati Industries Limited,58763
Noble Explochem Limited,58766
Noida Medicare Centre Limited,58768
Noida Toll Bridge Company Limited,58770
Norben Tea & Exports Limited,58773
Northgate Technologies Limited,58776
Not Available,58779
Nouveau Multimedia Limited,58780
NovaGold Petro-Resources Limited,58782
Novartis India Limited,58784
Novopan Industries Limited,58787
Nu Tek India Limited,58790
Nu-Tech Corporate Services Limited,58793
Nucent Estates Limited,58795
Nuchem Limited,58798
Nucleus Software Exports Limited,58801
Numeric Power Systems Limited,58804
Nutech Global Limited,58807
Nutraplus Products (India) Limited,58809
O C L India Limited,58811
O C L Iron and Steel Limited,58814
O K Play India Limited,58817
O R G Informatics Limited,58819
OM Metals Infraprojects Limited,58822
Oasis Securities Limited,58824
Ocean Agro (India) Limited,58826
Octant Interactive Technologies Limited,58828
Odyssey Corporation Limited,58830
Odyssey Technologies Limited,58832
Oil & Natural Gas Corporation Limited,58834
Oil Country Tubular Limited,58837
Oil India Limited,58840
Olympic Oil Industries Limited,58843
Omax Autos Limited,58845
Omaxe Limited,58848
Omega Interactive Technologies Limited,58851
Omkar Overseas Limited,58853
Omkar Pharmachem Limited,58855
Omnitech Infosolutions Limited,58857
Omnitex Industries (India) Limited,58860
Onmobile Global Limited,58862
Ontrack Systems Limited,58865
Onward Technologies Limited,58867
Opto Circuits (India) Limited,58870
Oracle Financial Services Software Limited,58873
Orbit Corporation Limited,58876
Orbit Exports Limited,58879
Orchid Chemicals & Pharmaceuticals Limited,58881
Oregon Commercials Limited,58884
Organic Coatings Limited,58886
Oricon Enterprises Limited,58888
Orient Abrasives Limited,58891
Orient Beverages Limited,58894
Orient Ceramics & Industries Limited,58896
Orient Paper & Industries Limited,58899
Orient Press Limited,58902
Oriental Bank of Commerce,58905
Oriental Carbon & Chemicals Limited,58908
Oriental Hotels Limited,58911
Oriental Trimex Limited,58914
Oriental Veneer Products Limited,58917
Orind Exports Limited,58919
Orissa Sponge Iron and Steel Limited,58921
Ortin Laboratories Limited,58923
Oscar Global Limited,58925
Oscar Investments Limited,58927
Oseaspre Consultants Limited,58929
Oswal Chemicals & Fertilizers Limited,58931
Oswal Leasing Limited,58934
Oswal Spinning & Wvg Mills Limited,58936
Oswal Yarns Limited,58939
Oudh Sugar Mills Limited,58941
Oxford Industries Limited,58944
P A E Limited,58946
P B M Polytex Limited,58949
P C S Technology Limited,58951
P F L Infotech Limited,58953
P G Foils Limited,58955
P H Capital Limited,58957
P I Industries Limited,58959
P M Strips Limited,58962
P N B Gilts Limited,58964
P S L Limited,58967
PBA Infrastructure Limited,58970
PH Trading Limited,58973
PTC India Limited,58975
PTL Enterprises Limited,58978
PVP Ventures Limited,58981
PVR Limited,58984
Pacific Cotspin Limited,58987
Pacific Industries Limited,58989
Padam Cotton Yarns Limited,58992
Padmalaya Telefilms Limited,58994
Padmini Technologies Limited,58997
Page Industries Limited,59000
Pal Credit & Capital Limited,59003
Pan Electronics (India) Limited,59006
Pan India Corporation Limited,59008
Panacea Biotec Limited,59011
Panama Petrochem Limited,59014
Panasonic Carbon India Company Limited,59016
Panasonic Energy India Company Limited,59019
Panasonic Home Appliances India Company Limited,59022
Panchmahal Steel Limited,59025
Panchsheel Organics Limited,59028
Pankaj Polymers Limited,59030
Panoramic Universal Limited,59032
Pantaloon Retail (India) Limited,59035
Panther Industrial Products Limited,59038
Panyam Cements & Mineral Industries Limited,59040
Paper Products Limited,59043
Paraan Limited,59046
Paragon Finance Limited,59048
Paramount Communications Limited,59050
Paramount Cosmetics (India) Limited,59053
Paras Petrofils Limited,59055
Parekh Aluminex Limited,59058
Parekh Distributors Limited,59061
Parekh Platinum Limited,59063
Parenteral Drugs (India) Limited,59066
Parichay Investments Limited,59068
Parijat Trading Limited,59070
Parker Agrochem Exports Limited,59072
Parle Software Limited,59074
Parsharti Investment Limited,59076
Parshwanath Housing Finance Corporation Limited,59078
Parsoli Corporation Limited,59080
Parsvnath Developers Limited,59082
Pasari Spinning Mills Limited,59085
Passari Cellulose Limited,59087
Pasupati Acrylon Limited,59089
Pasupati Fincap Limited,59092
Patel Engineering Limited,59094
Patel Integrated Logistics Limited,59097
Patels Airtemp (I) Limited,59100
Patni Computer Systems Limited,59102
Patspin India Limited,59105
Paushak Limited,59108
Peacock Industries Limited,59110
Pearl Engineering Polymers Limited,59113
Pearl Polymers Limited,59116
Pee Cee Cosma Sope Limited,59119
Peninsula Land Limited,59121
Pennar Aluminium Company Limited,59124
Pennar Industries Limited,59127
Pentamedia Graphics Limited,59130
Peoples Investments Limited,59133
Perfectpac Limited,59135
Permanent Magnets Limited,59137
Persistent Systems Limited,59140
Pet Plastics Limited,59143
Petron Engineering Construction Limited,59145
Petronet LNG Limited,59148
Pfizer Limited,59151
Phaarmasia Limited,59154
Pharmaids Pharmaceuticals Limited,59156
Philips Electronics India Limited,59158
Phillips Carbon Black Limited,59161
Phoenix International Limited,59164
Phoenix Mills Limited,59167
Photon Capital Advisors Limited,59170
Photoquip India Limited,59172
Phyto Chem (India) Limited,59174
Piccadily Agro Industries Limited,59176
Piccadily Sugar & Allied Industries Limited,59178
Pidilite Industries Limited,59181
Pioneer Agro Extracts Limited,59184
Pioneer Distilleries Limited,59186
Pioneer Embroideries Limited,59188
Pioneer Investcorp Limited,59191
Pipavav Shipyard Limited,59193
Piramal Glass Limited,59196
Piramal Healthcare Limited,59199
Piramal Life Sciences Limited,59202
Pitti Laminations Limited,59205
Pix Transmissions Limited,59208
Plastiblends India Limited,59210
Platinum Corporation Limited,59213
Platinum Ocean Energy Limited,59215
Plethico Pharmaceuticals Limited,59217
Pochiraju Industries Limited,59220
Poddar Developers Limited,59223
Poddar Pigments Limited,59225
Pokarna Limited,59228
Polar Industries Limited,59230
Polar Pharma India Limited,59233
Polaris Software Lab Limited,59235
Polo Hotels Limited,59238
Poly Medicure Limited,59240
Polychem Limited,59242
Polycon International Limited,59245
Polygenta Technologies Limited,59247
Polylink Polymers (India) Limited,59249
Polymechplast Machines Limited,59251
Polyplex Corporation Limited,59253
Polyspin Exports Limited,59256
Polytex India Limited,59258
Pondy Oxides & Chemicals Limited,59260
Ponni Sugars (Erode) Limited,59262
Poona Dal & Oil Industries Limited,59265
Popular Estate Management Limited,59267
Porwal Auto Components Limited,59269
Power Finance Corporation Limited,59271
Power Grid Corporation Of India Limited,59274
Powersoft Global Solutions Limited,59277
Prabhav Industries Limited,59279
Pradeep Metals Limited,59281
Pradip Overseas Limited,59283
Prag Bosimi Synthetics Limited,59286
Praj Industries Limited,59289
Prajay Engineers Syndicate Limited,59292
Prakash Industries Limited,59295
Prakash Woollen Mills Limited,59298
Pranavaditya Spinning Mills Limited,59300
Prashant India Limited,59302
Pratibha Industries Limited,59304
Pratik Panels Limited,59307
Pratiksha Chemicals Limited,59309
Praveen Properties Limited,59311
Precious Trading & Investments Limited,59313
Precision Containeurs Limited,59315
Precision Electronics Limited,59317
Precision Pipes and Profiles Company Limited,59319
Precision Wires India Limited,59322
Precot Meridian Limited,59325
Prem Somani Financial Services Limited,59328
Premco Global Limited,59330
Premier Energy and Infrastructure Limited,59332
Premier Explosives Limited,59334
Premier Limited,59336
Premium Capital Market & Investments Limited,59339
Prerna Infrabuild Limited,59341
Pressure Sensitive Systems (India) Limited,59343
Pricol Limited,59345
Prima Plastics Limited,59348
Prime Focus Limited,59350
Prime Industries Limited,59353
Prime Property Development Corporation Limited,59355
Prime Securities Limited,59357
Prime Textiles Limited,59360
Prism Cement Limited,59362
Prism Informatics Limited,59365
Prithvi Information Solutions Limited,59367
Prithvi Softech Limited,59370
Pritish Nandy Communications Limited,59372
Priya Limited,59375
Priyadarshini Spinning Mills Limited,59378
Pro Fin Capital Services Limited,59381
Procal Electronics India Limited,59383
Procter & Gamble Hygiene And Health Care Limited,59385
Professional Diamonds Limited,59388
Promact Plastics Limited,59390
Proto Developers & Technologies Limited,59392
Provogue (India) Limited,59394
Prraneta Industries Limited,59397
Pudumjee Industries Limited,59399
Pudumjee Pulp & Paper Mills Limited,59402
Pulsar International Limited,59405
Punctual Trading Limited,59407
Puneet Resins Limited,59409
Punit Commercials Limited,59411
Punj Lloyd Limited,59413
Punjab Alkalies & Chemicals Limited,59416
Punjab Chemicals & Crop Protection Limited,59419
Punjab Communications Limited,59422
Punjab National Bank,59425
Punjab Woolcombers Limited,59428
Puravankara Projects Limited,59431
Pushpsons Industries Limited,59434
Pyramid Saimira Theatre Limited,59436
Quantum Digital Vision (India) Limited,59439
Quintegra Solutions Limited,59441
R D B Industries Limited,59444
R E I Agro Limited,59446
R F L International Limited,59449
R J Shah & Company Limited,59451
R L F Limited,59453
R P G Cables Limited,59455
R P G Life Sciences Limited,59458
R R Financial Consultants Limited,59461
R S Software (India) Limited,59463
R Systems International Limited,59466
R T C L Limited,59469
R T Exports Limited,59471
R T S Power Corporation Limited,59473
REI Six Ten Retail Limited,59475
REIL Electricals India Limited,59478
RM Mohite Textiles Limited,59480
RSWM Limited,59482
Raasi Enterprises Limited,59485
Raasi Refractories Limited,59487
Radaan MediaWorks (I) Limited,59489
Radha Madhav Corporation Limited,59492
Radhe Developers (India) Limited,59495
Radico Khaitan Limited,59497
Raghav Industries Limited,59500
Raghunath International Limited,59502
Raghuvir Synthetics Limited,59504
Rai Saheb Rekhchand Mohota Spg & Wvg Mills Limited,59506
Rain Commodities Limited,59509
Rainbow Denim Limited,59512
Rainbow Foundations Limited,59514
Rainbow Papers Limited,59516
Raj Agro Mills Limited,59519
Raj Oil Mills Limited,59521
Raj Packaging Industries Limited,59524
Raj Rayon Limited,59526
Raj Television Network Limited,59529
Rajapalayam Mills Limited,59532
Rajasthan Tube Mfg Company Limited,59535
Rajath Finance Limited,59537
Rajdarshan Industries Limited,59539
Rajesh Exports Limited,59542
Rajeswari Infrastructure Limited,59545
Rajkamal Synthetics Limited,59547
Rajkumar Forge Limited,59549
Rajoo Engineers Limited,59551
Rajratan Global Wire Limited,59553
Rajshree Sugars & Chemicals Limited,59555
Rajvir Industries Limited,59558
Rallis India Limited,59561
Ram Informatics Limited,59564
Ram Kaashyap Investment Limited,59566
Ram Ratna Wires Limited,59568
Rama Newsprint & Papers Limited,59570
Rama Paper Mills Limited,59573
Rama Petrochemicals Limited,59575
Rama Phosphates Limited,59578
Rama Pulp & Papers Limited,59581
Rama Vision Limited,59583
Ramco Industries Limited,59586
Ramco Systems Limited,59589
Ramkrishna Forgings Limited,59592
Rammaica (India) Limited,59595
Ramsarup Industries Limited,59597
Ramsons Projects Limited,59600
Rana Sugars Limited,59602
Ranbaxy Laboratories Limited,59605
Rander Corporation Limited,59608
Rane (Madras) Limited,59610
Rane Brake Lining Limited,59613
Rane Engine Valve Limited,59616
Rane Holdings Limited,59619
Ranjeev Alloys Limited,59622
Ranklin Solutions Limited,59624
Rap Media Limited,59626
Rapicut Carbides Limited,59628
Ras Propack Lamipack Limited,59630
Ras Resorts & Apart Hotels Limited,59633
Rasandik Engineering Industries India Limited,59635
Rashel Agrotech Limited,59637
Rashtriya Chemicals & Fertilizers Limited,59639
Rasi Electrodes Limited,59642
Rasoi Limited,59644
Rasoya Proteins Limited,59646
Ratan Glitter Industries Limited,59648
Rathi Bars Limited,59650
Rathi Graphic Technologies Limited,59652
Rathi Steel and Power Limited,59654
Ratnabali Capital Markets Limited,59656
Ratnamani Metals & Tubes Limited,59658
Raunaq Automotive Components Limited,59661
Ravalgaon Sugar Farm Limited,59663
Ravinay Trading Company Limited,59666
Rayban Sun Optics India Limited,59668
Raymond Limited,59671
Real Strips Limited,59674
Redington (India) Limited,59676
Refex Refrigerants Limited,59679
Refnol Resins & Chemicals Limited,59682
Regal Entertainment & Consultants Limited,59684
Regaliaa Realty Limited,59686
Regency Ceramics Limited,59688
Regency Trust Limited,59691
Relaxo Footwears Limited,59693
Reliable Ventures India Limited,59696
Reliance Capital Limited,59698
Reliance Chemotex Industries Limited,59701
Reliance Communications Limited,59703
Reliance Industrial Infrastructure Limited,59706
Reliance Industries Limited,59709
Reliance Infrastructure Limited,59712
Reliance Media World Limited,59715
Reliance MediaWorks Limited,59718
Reliance Natural Resources Limited,59721
Reliance Power Limited,59724
Relic Technologies Limited,59727
Religare Enterprises Limited,59729
Religare Technova Global Solutions Limited,59732
Religare Technova Limited,59734
Relson India Limited,59737
Remi Edelstahl Tubulars Limited,59739
Remi Elektrotechnik Limited,59741
Remi Metals Gujarat Limited,59743
Remi Process Plant & Machinery Limited,59746
Remi Sales & Engg Limited,59748
Remi Securities Limited,59750
Remsons Industries Limited,59752
Renaissance Jewellery Limited,59755
Repro India Limited,59758
Residency Projects & Infratech Limited,59761
Resonance Specialties Limited,59763
Responsive Industries Limited,59765
Restile Ceramics Limited,59767
Resurgere Mines and Minerals India Limited,59769
Revathi Equipment Limited,59772
Rexnord Electronics & Controls Limited,59775
Riba Textiles Limited,59777
Rich Capital & Financial Services Limited,59779
Richa Industries Limited,59781
Richirich Inventures Limited,59783
Rico Auto Industries Limited,59785
Ricoh India Limited,59788
Riddhi Siddhi Gluco Biols Limited,59790
Ridhi Synthetics Limited,59792
Riga Sugar Company Limited,59794
Rishab Financial Services Limited,59796
Rishabh Digha Steel & Allied Products Limited,59798
Rishabhdev Technocable Limited,59800
Rishi Laser Limited,59802
Rishi Packers Limited,59804
Rishiroop Rubber (International) Limited,59807
Ritesh International Limited,59809
Ritesh Properties and Industries Limited,59811
Robinson Worldwide Trade Limited,59813
Rock Hard Petro Chemical Industries Limited,59815
Rohit Ferro-Tech Limited,59817
Rolcon Engineering Company Limited,59820
Rollatainers Limited,59822
Rolta India Limited,59825
Roman Tarmat Limited,59828
Roopa Industries Limited,59831
Rose Investments Limited,59833
Rose Zinc Limited,59835
Rosekamal Textiles Limited,59837
Roselabs Finance Limited,59839
Roselabs Industries Limited,59841
Rossell Industries Limited,59843
Rossell Tea Limited,59846
Rotam Commercials Limited,59848
Roto Pumps Limited,59850
Royal Cushion Vinyl Products Limited,59852
Royal Orchid Hotels Limited,59855
Royale Manor Hotels & Industries Limited,59858
Rubber Products Limited,59860
Rubfila International Limited,59862
Rubra Medicaments Limited,59865
Ruby Mills Limited,59867
Ruchi Infrastructure Limited,59870
Ruchi Soya Industries Limited,59873
Ruchi Strips & Alloys Limited,59876
Ruchira Papers Limited,59879
Rungta Irrigation Limited,59882
Rural Electrification Corporation Limited,59884
Ruttonsha International Rectifier Limited,59887
S A L Steel Limited,59889
S B & T International Limited,59892
S B E C Sugar Limited,59895
S B I Home Finance Limited,59897
S E Investments Limited,59900
S E L Manufacturing Company Limited,59903
S E R Industries Limited,59906
S I E L Financial Services Limited,59908
S I P Industries Limited,59910
S K F India Limited,59912
S K P Securities Limited,59915
S Kumars Nationwide Limited,59917
S Kumars Online Limited,59920
S M Dyechem Limited,59922
S M Energy Teknik & Electronics Limited,59925
S M I F S Capital Markets Limited,59927
S N L Bearings Limited,59929
S P Capital Financing Limited,59931
S P E L Semiconductor Limited,59933
S P S International Limited,59936
S Q L Star International Limited,59938
S R F Limited,59940
S R Industries Limited,59943
S S Forgings & Engineering Limited,59945
S S Infrastructure and Developers Limited,59947
S S Organics Limited,59949
S T I India Limited,59951
S V C Resources Limited,59954
S V C Superchem Limited,59956
S V Electricals Limited,59959
S and T Corporation Limited,59961
SAAG RR Infra Limited,59963
SCIL Ventures Limited,59965
SGN Telecoms Limited,59967
SIL Investments Limited,59969
SJ Corporation Limited,59972
SKM Egg Products Export (India) Limited,59974
SKS Logistics Limited,59977
SMS Pharmaceuticals Limited,59979
SNS Textiles Limited,59982
SPL Industries Limited,59985
SREI Infrastructure Finance Limited,59988
SRHHL Industries Limited,59991
SRM Energy Limited,59994
SSPDL Limited,59996
STL Global Limited,59998
Saamya Biotech (India) Limited,60001
Saarc Net Limited,60003
Sabero Organics Gujarat Limited,60005
Saboo Sodium Chloro Limited,60008
Sacheta Metals Limited,60010
Sadbhav Engineering Limited,60012
Sadhana Nitro Chem Limited,60015
Safari Industries (India) Limited,60017
Sagar Cements Limited,60019
